timestamp,type,status,amount,complete_time
1613037600,3,2,75717,47
1613041200,2,3,89329,41
1613044800,1,4,84263,43
1613048400,3,4,106166,34
1613052000,2,4,72457,50
1613055600,2,3,85587,43
1613059200,3,0,82911,43
1613062800,2,0,112757,32
1613066400,2,6,107736,34
1613070000,3,1,67660,55
1613073600,1,6,87499,41
1613077200,3,5,81576,45
1613080800,1,0,125946,29
1613084400,3,3,112302,32
1613088000,2,5,99413,37
1613091600,1,5,104714,34
1613095200,3,5,123339,29
1613098800,3,0,111253,33
1613102400,1,6,116661,31
1613106000,2,5,108336,33
1613109600,2,1,72380,50
1613113200,3,2,76299,47
1613116800,3,2,75953,47
1613120400,2,3,90940,40
1613124000,1,0,81963,45
1613127600,3,0,71537,52
1613131200,1,4,84725,43
1613134800,3,5,89322,41
1613138400,1,4,117932,31
1613142000,2,3,68483,52
1613145600,1,4,103087,35
1613149200,3,4,100650,37
1613152800,3,5,122885,29
1613156400,2,2,74762,50
1613160000,1,1,100467,37
1613163600,3,2,131085,27
1613167200,1,6,93311,40
1613170800,3,1,97875,37
1613174400,3,0,126362,28
1613178000,2,6,79497,45
1613181600,3,1,90678,40
1613185200,3,1,88514,41
1613188800,3,0,78843,47
1613192400,2,6,94359,38
1613196000,3,4,78270,47
1613199600,1,4,130092,27
1613203200,3,2,92090,40
1613206800,2,1,77505,47
1613210400,1,4,104335,35
1613214000,1,5,82231,45
1613217600,1,6,119630,30
1613221200,1,6,92103,40
1613224800,2,5,76050,47
1613228400,1,5,99406,37
1613232000,1,5,66501,55
1613235600,1,0,87119,41
1613239200,3,4,91421,40
1613242800,1,5,70880,52
1613246400,3,0,76999,47
1613250000,1,4,86337,43
1613253600,1,2,84324,43
1613257200,1,3,126029,28
1613260800,3,2,87574,41
1613264400,1,1,119662,30
1613268000,1,1,127963,28
1613271600,3,0,81773,45
1613275200,2,3,74357,50
1613278800,2,1,95573,38
1613282400,3,1,84404,43
1613286000,1,3,101677,35
1613289600,3,6,75314,50
1613293200,3,4,78579,47
1613296800,2,5,124247,29
1613300400,3,4,94353,38
1613304000,1,5,83357,43
1613307600,1,1,103992,35
1613311200,2,0,117260,31
1613314800,2,6,84077,43
1613318400,3,0,82049,45
1613322000,1,2,84339,43
1613325600,2,6,97441,37
1613329200,3,6,120012,30
1613332800,3,5,102783,35
1613336400,2,1,121905,30
1613340000,1,2,79974,45
1613343600,3,5,99029,37
1613347200,3,6,79579,45
1613350800,2,5,130664,27
1613354400,1,2,126354,28
1613358000,2,2,116031,31
1613361600,3,0,72376,50
1613365200,1,6,90015,40
1613368800,3,1,87968,41
1613372400,1,6,115989,31
1613376000,3,3,96932,38
1613379600,1,2,93223,40
1613383200,2,5,83180,43
1613386800,3,6,75626,47
1613390400,2,6,90395,40
1613394000,1,3,90921,40
1613397600,1,6,103142,35
1613401200,1,1,98919,37
1613404800,1,4,101496,35
1613408400,3,0,93745,38
1613412000,3,5,104485,34
1613415600,2,2,85900,43
1613419200,2,0,104163,35
1613422800,1,4,107444,34
1613426400,3,6,114282,32
1613430000,2,2,103273,35
1613433600,2,1,93220,40
1613437200,3,2,105827,34
1613440800,1,4,102216,35
1613444400,3,3,109432,33
1613448000,1,1,118209,31
1613451600,3,6,105066,34
1613455200,1,0,103496,35
1613458800,1,3,127542,28
1613462400,2,4,100857,35
1613466000,2,1,84259,43
1613469600,2,0,128243,28
1613473200,1,1,98174,37
1613476800,2,4,122088,30
1613480400,2,1,118860,30
1613484000,1,6,101025,35
1613487600,1,5,127697,28
1613491200,1,6,67571,55
1613494800,3,0,125001,29
1613498400,3,0,113167,32
1613502000,2,0,84646,43
1613505600,3,3,102742,35
1613509200,2,2,91305,40
1613512800,1,1,93918,38
1613516400,3,3,98423,37
1613520000,3,1,67391,55
1613523600,2,0,105409,34
1613527200,3,4,91366,40
1613530800,2,6,91607,40
1613534400,1,2,120323,30
1613538000,3,0,94986,38
1613541600,3,2,108770,33
1613545200,1,2,96003,38
1613548800,3,5,96978,38
1613552400,3,2,100255,37
1613556000,2,5,122011,30
1613559600,3,6,73446,50
1613563200,1,6,125364,29
1613566800,1,1,118815,30
1613570400,3,0,77885,47
1613574000,1,1,75816,47
1613577600,2,3,65694,55
1613581200,3,5,127744,28
1613584800,3,3,80175,45
1613588400,3,3,128332,28
1613592000,1,0,100908,35
1613595600,2,0,99031,37
1613599200,3,4,81304,45
1613602800,3,6,115401,31
1613606400,2,5,129512,28
1613610000,2,6,67713,55
1613613600,1,1,108106,33
1613617200,1,0,128907,28
1613620800,1,4,117964,31
1613624400,1,4,103661,35
1613628000,2,4,108684,33
1613631600,2,1,107169,34
1613635200,3,5,101070,35
1613638800,3,2,116218,31
1613642400,2,2,102846,35
1613646000,1,2,88024,41
1613649600,1,0,101201,35
1613653200,2,2,109775,33
1613656800,1,4,88776,41
1613660400,2,2,125083,29
1613664000,1,0,84222,43
1613667600,1,5,88305,41
1613671200,3,5,69406,52
1613674800,2,2,87352,41
1613678400,1,6,129785,27
1613682000,1,1,67581,55
1613685600,1,2,80212,45
1613689200,1,4,129918,27
1613692800,2,4,81996,45
1613696400,2,5,82359,45
1613700000,2,2,117966,31
1613703600,2,2,92915,40
1613707200,2,3,106338,34
1613710800,2,6,108367,33
1613714400,2,2,110947,33
1613718000,2,3,74498,50
1613721600,2,6,104754,34
1613725200,3,6,102810,35
1613728800,2,0,104319,35
1613732400,1,1,123791,29
1613736000,1,4,123512,29
1613739600,2,6,91196,40
1613743200,1,6,123910,29
1613746800,1,2,125916,29
1613750400,2,3,82259,45
1613754000,3,0,123605,29
1613757600,1,4,103248,35
1613761200,1,2,84572,43
1613764800,1,0,84098,43
1613768400,1,3,114865,32
1613772000,3,0,77428,47
1613775600,1,4,111546,33
1613779200,3,0,80996,45
1613782800,1,5,110722,33
1613786400,1,3,91266,40
1613790000,3,5,86876,41
1613793600,1,3,89398,41
1613797200,1,1,113506,32
1613800800,3,3,120028,30
1613804400,1,5,125422,29
1613808000,1,0,80876,45
1613811600,2,1,94256,38
1613815200,1,4,127305,28
1613818800,2,3,117268,31
1613822400,1,4,106978,34
1613826000,1,6,103925,35
1613829600,3,1,79154,47
1613833200,1,2,71883,52
1613836800,3,4,91669,40
1613840400,3,0,129174,28
1613844000,1,5,121582,30
1613847600,3,2,78748,47
1613851200,2,2,129888,27
1613854800,2,2,70830,52
1613858400,3,5,83026,43
1613862000,3,0,117563,31
1613865600,1,5,73518,50
1613869200,3,4,81958,45
1613872800,3,6,86081,43
1613876400,3,2,76731,47
1613880000,1,3,93036,40
1613883600,1,6,91452,40
1613887200,2,1,107788,34
1613890800,1,2,91867,40
1613894400,1,4,116595,31
1613898000,2,6,76426,47
1613901600,3,2,86057,43
1613905200,2,3,93512,40
1613908800,3,1,119042,30
1613912400,1,3,103384,35
1613916000,1,2,116624,31
1613919600,3,3,125983,29
1613923200,3,0,104745,34
1613926800,3,1,66560,55
1613930400,2,3,101079,35
1613934000,1,1,80551,45
1613937600,1,4,81285,45
1613941200,1,5,78979,47
1613944800,2,0,79982,45
1613948400,3,0,72508,50
1613952000,3,5,82275,45
1613955600,2,6,71976,52
1613959200,2,1,82539,45
1613962800,3,6,74762,50
1613966400,2,1,81657,45
1613970000,2,2,120713,30
1613973600,2,4,112683,32
1613977200,2,2,93268,40
1613980800,3,0,116809,31
1613984400,2,3,90093,40
1613988000,3,5,100153,37
1613991600,3,2,70934,52
1613995200,3,0,83788,43
1613998800,2,3,115329,31
1614002400,2,1,98534,37
1614006000,2,4,74261,50
1614009600,3,0,119037,30
1614013200,3,0,122111,30
1614016800,1,1,111457,33
1614020400,2,2,74946,50
1614024000,1,3,105862,34
1614027600,1,1,96300,38
1614031200,1,2,68788,52
1614034800,2,4,128174,28
1614038400,1,2,106288,34
1614042000,2,6,66392,55
1614045600,1,6,89138,41
1614049200,3,2,124639,29
1614052800,2,3,82782,45
1614056400,3,6,71369,52
1614060000,2,1,125089,29
1614063600,3,5,129408,28
1614067200,3,0,90766,40
1614070800,1,3,91803,40
1614074400,2,4,93627,38
1614078000,3,2,84639,43
1614081600,1,6,82099,45
1614085200,3,2,105435,34
1614088800,1,6,106542,34
1614092400,1,4,71056,52
1614096000,3,1,89171,41
1614099600,3,6,91948,40
1614103200,3,0,84787,43
1614106800,3,1,75737,47
1614110400,1,3,124794,29
1614114000,3,1,85560,43
1614117600,3,1,70318,52
1614121200,3,1,94649,38
1614124800,2,0,83854,43
1614128400,2,1,83856,43
1614132000,3,1,66145,55
1614135600,1,0,98765,37
1614139200,3,2,119126,30
1614142800,1,2,120279,30
1614146400,2,1,99225,37
1614150000,2,0,96716,38
1614153600,2,5,103407,35
1614157200,3,1,87465,41
1614160800,1,0,125509,29
1614164400,2,5,113714,32
1614168000,1,1,103148,35
1614171600,2,3,97927,37
1614175200,1,1,86085,43
1614178800,3,6,103054,35
1614182400,3,4,126981,28
1614186000,3,2,92602,40
1614189600,3,3,74457,50
1614193200,2,0,127027,28
1614196800,2,5,121018,30
1614200400,3,3,97437,37
1614204000,2,5,117240,31
1614207600,3,5,110706,33
1614211200,1,2,94047,38
1614214800,1,6,86514,41
1614218400,2,0,126026,28
1614222000,2,6,74931,50
1614225600,3,1,112245,32
1614229200,3,2,73557,50
1614232800,3,2,91536,40
1614236400,2,6,108663,33
1614240000,2,3,115539,31
1614243600,1,3,102572,35
1614247200,1,3,113194,32
1614250800,3,0,114955,32
1614254400,3,5,107163,34
1614258000,2,4,85588,43
1614261600,2,0,98929,37
1614265200,3,6,129620,27
1614268800,2,2,96034,38
1614272400,3,4,113582,32
1614276000,2,3,109368,33
1614279600,2,0,72884,50
1614283200,3,5,112360,32
1614286800,1,3,68951,52
1614290400,1,0,121651,30
1614294000,3,5,124792,29
1614297600,2,1,105442,34
1614301200,2,0,100240,37
1614304800,3,6,67120,55
1614308400,1,5,127202,28
1614312000,2,4,115476,31
1614315600,2,4,101164,35
1614319200,1,4,74000,50
1614322800,2,1,80011,45
1614326400,1,0,84739,43
1614330000,1,4,100556,37
1614333600,1,5,81420,45
1614337200,3,2,119276,30
1614340800,3,1,73354,50
1614344400,3,6,80528,45
1614348000,1,3,100769,37
1614351600,1,4,70325,52
1614355200,2,0,129787,27
1614358800,1,3,91983,40
1614362400,1,5,71970,52
1614366000,2,2,73456,50
1614369600,3,6,116492,31
1614373200,3,2,103199,35
1614376800,1,4,97659,37
1614380400,3,3,82252,45
1614384000,1,5,115225,31
1614387600,3,0,98934,37
1614391200,2,0,78647,47
1614394800,2,4,128906,28
1614398400,3,3,83935,43
1614402000,3,3,103403,35
1614405600,3,1,77375,47
1614409200,2,5,73475,50
1614412800,3,6,70971,52
1614416400,3,5,126883,28
1614420000,2,3,105966,34
1614423600,2,5,123798,29
1614427200,2,0,112450,32
1614430800,3,4,80388,45
1614434400,2,3,97521,37
1614438000,2,6,89699,41
1614441600,2,1,81741,45
1614445200,1,6,127449,28
1614448800,3,3,111370,33
1614452400,2,0,69042,52
1614456000,1,5,81092,45
1614459600,3,4,117118,31
1614463200,2,6,106071,34
1614466800,3,4,112201,32
1614470400,3,5,96319,38
1614474000,2,1,92577,40
1614477600,2,3,98695,37
1614481200,2,1,110193,33
1614484800,1,3,126815,28
1614488400,1,4,77129,47
1614492000,1,1,109124,33
1614495600,3,1,103298,35
1614499200,1,6,93047,40
1614502800,3,4,119202,30
1614506400,3,6,113858,32
1614510000,3,5,123132,29
1614513600,1,3,81337,45
1614517200,2,2,65948,55
1614520800,2,5,84905,43
1614524400,3,6,78006,47
1614528000,1,3,124117,29
1614531600,1,1,76957,47
1614535200,2,0,126062,28
1614538800,3,0,111236,33
1614542400,3,6,123167,29
1614546000,2,4,80085,45
1614549600,3,4,71790,52
1614553200,3,0,114487,32
1614556800,1,6,73178,50
1614560400,2,2,87053,41
1614564000,2,1,121698,30
1614567600,2,3,99315,37
1614571200,2,5,99204,37
1614574800,2,5,123982,29
1614578400,3,4,89040,41
1614582000,2,4,128716,28
1614585600,3,3,90658,40
1614589200,2,3,83863,43
1614592800,3,5,77152,47
1614596400,2,3,66166,55
1614600000,1,1,100417,37
1614603600,3,5,119939,30
1614607200,3,0,124573,29
1614610800,1,6,76195,47
1614614400,2,1,94108,38
1614618000,1,0,85158,43
1614621600,2,2,106942,34
1614625200,2,1,71705,52
1614628800,1,3,83415,43
1614632400,1,6,123522,29
1614636000,2,3,100940,35
1614639600,2,2,112170,32
1614643200,1,4,130714,27
1614646800,3,0,75622,47
1614650400,1,6,106353,34
1614654000,2,4,128861,28
1614657600,1,3,102260,35
1614661200,2,2,88240,41
1614664800,3,4,70117,52
1614668400,3,3,121169,30
1614672000,2,6,93720,38
1614675600,1,1,99369,37
1614679200,1,0,116459,31
1614682800,2,5,130537,27
1614686400,3,3,96495,38
1614690000,3,4,113675,32
1614693600,1,5,65862,55
1614697200,2,0,109452,33
1614700800,2,4,65863,55
1614704400,3,1,105701,34
1614708000,1,3,126042,28
1614711600,2,6,106330,34
1614715200,1,3,118485,31
1614718800,2,1,117990,31
1614722400,1,3,115503,31
1614726000,3,6,73959,50
1614729600,2,1,68417,52
1614733200,2,4,102364,35
1614736800,3,5,88613,41
1614740400,3,2,72761,50
1614744000,2,4,74876,50
1614747600,2,4,102644,35
1614751200,2,2,126862,28
1614754800,3,6,81433,45
1614758400,3,4,107718,34
1614762000,2,4,77341,47
1614765600,1,3,81345,45
1614769200,1,1,128736,28
1614772800,2,6,110944,33
1614776400,3,0,87987,41
1614780000,2,2,115498,31
1614783600,1,2,128305,28
1614787200,3,6,122324,30
1614790800,3,2,72640,50
1614794400,1,2,82172,45
1614798000,3,5,78325,47
1614801600,1,4,109238,33
1614805200,3,3,99398,37
1614808800,2,4,92722,40
1614812400,1,1,117255,31
1614816000,1,2,109606,33
1614819600,1,0,130282,27
1614823200,3,1,116521,31
1614826800,1,0,121271,30
1614830400,1,5,121150,30
1614834000,1,3,72768,50
1614837600,1,5,77905,47
1614841200,2,0,101523,35
1614844800,1,2,76894,47
1614848400,1,3,130651,27
1614852000,1,6,128545,28
1614855600,3,0,117834,31
1614859200,3,5,87508,41
1614862800,1,2,109094,33
1614866400,3,6,94932,38
1614870000,1,6,114922,32
1614873600,1,4,115233,31
1614877200,3,3,73755,50
1614880800,2,4,91606,40
1614884400,3,6,72720,50
1614888000,3,0,105185,34
1614891600,1,4,69771,52
1614895200,2,2,94884,38
1614898800,2,6,106039,34
1614902400,3,4,100138,37
1614906000,3,3,66100,55
1614909600,1,4,120270,30
1614913200,1,1,126957,28
1614916800,3,2,130224,27
1614920400,3,0,109136,33
1614924000,2,6,87694,41
1614927600,1,0,99769,37
1614931200,1,3,116751,31
1614934800,1,0,113787,32
1614938400,2,1,118896,30
1614942000,2,0,111852,32
1614945600,3,1,127607,28
1614949200,3,2,85175,43
1614952800,3,3,103698,35
1614956400,3,2,111379,33
1614960000,1,4,125215,29
1614963600,2,0,114860,32
1614967200,2,2,94692,38
1614970800,1,0,86685,41
1614974400,2,6,96478,38
1614978000,1,0,115547,31
1614981600,1,0,99924,37
1614985200,1,2,89105,41
1614988800,3,1,129229,28
1614992400,2,5,115092,32
1614996000,1,3,81595,45
1614999600,2,5,96106,38
1615003200,3,1,107424,34
1615006800,1,0,106980,34
1615010400,1,1,87155,41
1615014000,2,6,92754,40
1615017600,3,5,86420,41
1615021200,3,1,84970,43
1615024800,2,5,111906,32
1615028400,3,4,100642,37
1615032000,3,5,122496,29
1615035600,3,2,68353,55
1615039200,1,0,103719,35
1615042800,1,1,110616,33
1615046400,1,1,99378,37
1615050000,2,3,95645,38
1615053600,1,5,69897,52
1615057200,3,3,111923,32
1615060800,1,1,110089,33
1615064400,2,2,130274,27
1615068000,2,1,87048,41
1615071600,3,0,67808,55
1615075200,3,1,83960,43
1615078800,2,3,126741,28
1615082400,2,2,86027,43
1615086000,1,2,75913,47
1615089600,1,3,90974,40
1615093200,3,6,127680,28
1615096800,3,6,68125,55
1615100400,3,6,79559,45
1615104000,2,1,80263,45
1615107600,1,5,103813,35
1615111200,2,1,87425,41
1615114800,2,2,72987,50
1615118400,1,1,91742,40
1615122000,3,1,109874,33
1615125600,3,0,106480,34
1615129200,2,1,112646,32
1615132800,2,6,71968,52
1615136400,3,4,96455,38
1615140000,1,6,117656,31
1615143600,2,3,88976,41
1615147200,3,3,116788,31
1615150800,2,0,70082,52
1615154400,2,5,125212,29
1615158000,1,0,81191,45
1615161600,3,0,99402,37
1615165200,3,0,108369,33
1615168800,2,4,99042,37
1615172400,2,0,105775,34
1615176000,1,3,89748,41
1615179600,3,5,110394,33
1615183200,1,6,104347,35
1615186800,1,4,79831,45
1615190400,2,2,98051,37
1615194000,1,3,113862,32
1615197600,2,4,99722,37
1615201200,3,3,81068,45
1615204800,2,6,120046,30
1615208400,2,3,77770,47
1615212000,3,5,109738,33
1615215600,3,1,89202,41
1615219200,2,3,120077,30
1615222800,3,1,82776,45
1615226400,3,2,88308,41
1615230000,2,1,97242,37
1615233600,2,4,105796,34
1615237200,3,5,99478,37
1615240800,2,5,87479,41
1615244400,1,4,103950,35
1615248000,1,3,114172,32
1615251600,2,1,66709,55
1615255200,1,3,116276,31
1615258800,3,6,79295,45
1615262400,3,5,91585,40
1615266000,2,4,119468,30
1615269600,3,2,130479,27
1615273200,3,5,130768,27
1615276800,2,6,125247,29
1615280400,3,1,109505,33
1615284000,2,4,96063,38
1615287600,3,1,126649,28
1615291200,1,1,97332,37
1615294800,3,6,92156,40
1615298400,1,2,69982,52
1615302000,2,1,91042,40
1615305600,1,0,100107,37
1615309200,1,5,103645,35
1615312800,2,0,106987,34
1615316400,2,5,99008,37
1615320000,1,4,91941,40
1615323600,1,0,129989,27
1615327200,1,3,67625,55
1615330800,1,5,90665,40
1615334400,3,1,85075,43
1615338000,3,0,129064,28
1615341600,1,6,95345,38
1615345200,3,4,117535,31
1615348800,3,4,98302,37
1615352400,1,5,125227,29
1615356000,2,1,67530,55
1615359600,1,5,67202,55
1615363200,2,0,97700,37
1615366800,2,0,106207,34
1615370400,3,6,68563,52
1615374000,2,5,76455,47
1615377600,2,1,107977,34
1615381200,3,1,69079,52
1615384800,1,1,90632,40
1615388400,2,5,118589,31
1615392000,2,4,65646,55
1615395600,2,1,65886,55
1615399200,2,1,66665,55
1615402800,3,2,109981,33
1615406400,3,3,108697,33
1615410000,1,5,77460,47
1615413600,1,2,69494,52
1615417200,2,0,81451,45
1615420800,2,3,85803,43
1615424400,1,2,124002,29
1615428000,2,2,98245,37
1615431600,2,0,128292,28
1615435200,2,1,109404,33
1615438800,1,1,119508,30
1615442400,2,3,80178,45
1615446000,3,4,66388,55
1615449600,2,1,113950,32
1615453200,2,1,121398,30
1615456800,2,6,102813,35
1615460400,2,6,90961,40
1615464000,1,2,107615,34
1615467600,2,2,116850,31
1615471200,2,4,120331,30
1615474800,2,1,84587,43
1615478400,2,5,115924,31
1615482000,2,5,75896,47
1615485600,3,3,78978,47
1615489200,3,2,91773,40
1615492800,3,0,90107,40
1615496400,2,5,126793,28
1615500000,3,4,85691,43
1615503600,3,6,98186,37
1615507200,2,0,126709,28
1615510800,3,5,68832,52
1615514400,1,4,100276,37
1615518000,3,4,67291,55
1615521600,2,3,75157,50
1615525200,3,3,127831,28
1615528800,2,4,72037,50
1615532400,1,0,97235,37
1615536000,1,3,120416,30
1615539600,1,5,80934,45
1615543200,2,5,96982,38
1615546800,3,2,81153,45
1615550400,1,1,87421,41
1615554000,1,5,130428,27
1615557600,3,6,97268,37
1615561200,1,4,112195,32
1615564800,1,5,127513,28
1615568400,2,0,76945,47
1615572000,1,2,79270,45
1615575600,1,6,110931,33
1615579200,1,4,119686,30
1615582800,2,2,94693,38
1615586400,2,1,82722,45
1615590000,2,1,68524,52
1615593600,2,1,117896,31
1615597200,2,0,85287,43
1615600800,2,1,118009,31
1615604400,3,3,71440,52
1615608000,1,2,110392,33
1615611600,1,3,85828,43
1615615200,1,1,123753,29
1615618800,1,4,116148,31
1615622400,2,1,66309,55
1615626000,2,5,130050,27
1615629600,3,6,122415,29
1615633200,2,2,70544,52
1615636800,1,0,102368,35
1615640400,3,1,131034,27
1615644000,3,2,112403,32
1615647600,3,5,129075,28
1615651200,3,0,130810,27
1615654800,3,6,111135,33
1615658400,3,5,113387,32
1615662000,3,3,93813,38
1615665600,2,4,79386,45
1615669200,3,0,101840,35
1615672800,1,3,104276,35
1615676400,3,6,83036,43
1615680000,2,5,77247,47
1615683600,1,2,100642,37
1615687200,3,6,122778,29
1615690800,3,0,66532,55
1615694400,1,3,130254,27
1615698000,2,3,96301,38
1615701600,2,4,126652,28
1615705200,2,5,76758,47
1615708800,3,4,125361,29
1615712400,2,2,90105,40
1615716000,3,0,80450,45
1615719600,2,3,75615,47
1615723200,3,4,85691,43
1615726800,1,4,75540,50
1615730400,1,1,123494,29
1615734000,1,2,99051,37
1615737600,2,5,66725,55
1615741200,2,5,73196,50
1615744800,2,6,95752,38
1615748400,1,2,95389,38
1615752000,3,2,109885,33
1615755600,2,5,110271,33
1615759200,1,5,104650,34
1615762800,3,2,82457,45
1615766400,1,2,117010,31
1615770000,2,4,97168,38
1615773600,2,6,78926,47
1615777200,1,4,65933,55
1615780800,2,1,66776,55
1615784400,1,2,82276,45
1615788000,1,2,102216,35
1615791600,2,6,128105,28
1615795200,2,2,101694,35
1615798800,3,6,97744,37
1615802400,2,1,127451,28
1615806000,2,0,86341,43
1615809600,2,1,70816,52
1615813200,1,0,76355,47
1615816800,3,6,66061,55
1615820400,2,6,109960,33
1615824000,2,5,101346,35
1615827600,2,4,110569,33
1615831200,1,5,82072,45
1615834800,2,6,129365,28
1615838400,2,0,65540,55
1615842000,3,4,79831,45
1615845600,3,6,129913,27
1615849200,3,2,85703,43
1615852800,2,4,86135,43
1615856400,3,5,85586,43
1615860000,3,3,86193,43
1615863600,3,6,84184,43
1615867200,1,0,68859,52
1615870800,3,1,69131,52
1615874400,1,5,101921,35
1615878000,2,5,77228,47
1615881600,3,0,102522,35
1615885200,2,6,115355,31
1615888800,3,1,116124,31
1615892400,2,4,68152,55
1615896000,2,5,119452,30
1615899600,2,0,109793,33
1615903200,2,5,129463,28
1615906800,1,3,73145,50
1615910400,3,1,76603,47
1615914000,2,3,70478,52
1615917600,3,4,103293,35
1615921200,3,4,86973,41
1615924800,2,6,125693,29
1615928400,1,4,78502,47
1615932000,2,3,103583,35
1615935600,2,0,122987,29
1615939200,1,6,78193,47
1615942800,2,3,89293,41
1615946400,1,4,78641,47
1615950000,2,0,111879,32
1615953600,1,0,72027,50
1615957200,1,5,116818,31
1615960800,1,1,124944,29
1615964400,3,6,89287,41
1615968000,3,6,123252,29
1615971600,2,5,106021,34
1615975200,1,1,66443,55
1615978800,2,2,90995,40
1615982400,3,3,89917,41
1615986000,2,0,127312,28
1615989600,2,4,83598,43
1615993200,1,1,116834,31
1615996800,2,1,117847,31
1616000400,2,1,89106,41
1616004000,2,3,71145,52
1616007600,3,5,117880,31
1616011200,3,6,104377,35
1616014800,3,4,122280,30
1616018400,1,1,85844,43
1616022000,3,3,127209,28
1616025600,3,5,92327,40
1616029200,1,4,74390,50
1616032800,2,4,67118,55
1616036400,1,4,120467,30
1616040000,1,6,88411,41
1616043600,3,0,74635,50
1616047200,1,5,88470,41
1616050800,1,5,114856,32
1616054400,3,1,73993,50
1616058000,2,3,110262,33
1616061600,2,2,128531,28
1616065200,1,2,107572,34
1616068800,2,5,126385,28
1616072400,1,5,75187,50
1616076000,2,4,81284,45
1616079600,3,6,126555,28
1616083200,1,0,130412,27
1616086800,1,1,111281,33
1616090400,2,2,66902,55
1616094000,3,1,115012,32
1616097600,3,2,82557,45
1616101200,1,1,118875,30
1616104800,2,4,106070,34
1616108400,3,5,96454,38
1616112000,1,5,75678,47
1616115600,3,5,77069,47
1616119200,2,2,87334,41
1616122800,3,2,79678,45
1616126400,1,2,72926,50
1616130000,3,2,87385,41
1616133600,1,1,81173,45
1616137200,1,1,81081,45
1616140800,1,3,123681,29
1616144400,3,1,79281,45
1616148000,3,0,123885,29
1616151600,3,4,93658,38
1616155200,2,6,118774,31
1616158800,2,2,118610,31
1616162400,3,6,104567,34
1616166000,2,3,95305,38
1616169600,2,1,87429,41
1616173200,1,5,116216,31
1616176800,3,5,120147,30
1616180400,2,1,84233,43
1616184000,2,3,93963,38
1616187600,1,1,116965,31
1616191200,1,1,120903,30
1616194800,2,1,105017,34
1616198400,1,1,104850,34
1616202000,3,5,94050,38
1616205600,1,5,84175,43
1616209200,3,3,119964,30
1616212800,1,5,85563,43
1616216400,2,4,125062,29
1616220000,3,0,89985,41
1616223600,1,3,121748,30
1616227200,1,3,72892,50
1616230800,2,1,124208,29
1616234400,1,6,82725,45
1616238000,3,0,97310,37
1616241600,3,1,113972,32
1616245200,1,0,82713,45
1616248800,3,1,112431,32
1616252400,3,1,102281,35
1616256000,1,3,121442,30
1616259600,2,0,107192,34
1616263200,3,0,105169,34
1616266800,1,2,75256,50
1616270400,3,5,125964,29
1616274000,3,6,99413,37
1616277600,1,5,118727,31
1616281200,3,2,84726,43
1616284800,3,4,65608,55
1616288400,2,4,88265,41
1616292000,1,3,105759,34
1616295600,3,3,70679,52
1616299200,2,1,100092,37
1616302800,3,1,118090,31
1616306400,1,4,88318,41
1616310000,2,1,125926,29
1616313600,1,3,80036,45
1616317200,3,5,100561,37
1616320800,3,3,82938,43
1616324400,3,6,112830,32
1616328000,2,3,70371,52
1616331600,2,3,121485,30
1616335200,2,0,115273,31
1616338800,2,4,124727,29
1616342400,3,1,104965,34
1616346000,3,1,73175,50
1616349600,2,6,88849,41
1616353200,1,2,107070,34
1616356800,2,1,107094,34
1616360400,1,1,125617,29
1616364000,1,2,68110,55
1616367600,1,1,94034,38
1616371200,1,6,103572,35
1616374800,2,4,98436,37
1616378400,2,0,88348,41
1616382000,3,5,95817,38
1616385600,1,6,116802,31
1616389200,1,4,73219,50
1616392800,1,6,105333,34
1616396400,2,3,119861,30
1616400000,2,0,101612,35
1616403600,2,1,118529,31
1616407200,2,3,110118,33
1616410800,1,6,100734,37
1616414400,1,1,77295,47
1616418000,2,5,128219,28
1616421600,1,3,106785,34
1616425200,3,5,120848,30
1616428800,2,4,112080,32
1616432400,2,5,97881,37
1616436000,3,4,115346,31
1616439600,3,0,103673,35
1616443200,1,4,118812,30
1616446800,1,1,69024,52
1616450400,3,2,79138,47
1616454000,2,0,85027,43
1616457600,1,1,94330,38
1616461200,1,0,120159,30
1616464800,3,2,110694,33
1616468400,2,3,69574,52
1616472000,2,1,84599,43
1616475600,2,0,92705,40
1616479200,1,4,122391,30
1616482800,1,1,80419,45
1616486400,3,3,120762,30
1616490000,3,0,107242,34
1616493600,3,0,70139,52
1616497200,1,4,88437,41
1616500800,2,4,66265,55
1616504400,1,0,81338,45
1616508000,3,2,74224,50
1616511600,1,2,118920,30
1616515200,2,6,71507,52
1616518800,2,2,69923,52
1616522400,3,3,121648,30
1616526000,2,1,69249,52
1616529600,3,1,68764,52
1616533200,1,4,123522,29
1616536800,2,4,129844,27
1616540400,2,2,96355,38
1616544000,1,5,83118,43
1616547600,2,2,74308,50
1616551200,1,0,70142,52
1616554800,2,1,85977,43
1616558400,3,4,125302,29
1616562000,2,2,98163,37
1616565600,1,4,89687,41
1616569200,2,0,90749,40
1616572800,2,4,90337,40
1616576400,2,6,95689,38
1616580000,3,3,110844,33
1616583600,3,6,89228,41
1616587200,1,3,85728,43
1616590800,2,4,119280,30
1616594400,1,2,111412,33
1616598000,2,4,69230,52
1616601600,2,1,110279,33
1616605200,1,6,125405,29
1616608800,2,4,109790,33
1616612400,3,2,91883,40
1616616000,3,2,87484,41
1616619600,2,5,95082,38
1616623200,1,5,74706,50
1616626800,3,6,125681,29
