timestamp,rd_count,wr_count
1613314800,24436736,62146560
1613318400,20910080,8229888
1613322000,37351424,35055616
1613325600,9006080,3976192
1613329200,21497856,37196800
1613332800,57624576,12174336
1613336400,34439168,44766208
1613340000,53535744,48280576
1613343600,10854400,51499008
1613347200,57627648,26250240
1613350800,39622656,62633984
1613354400,56046592,33546240
1613358000,12527616,5928960
1613361600,22059008,13607936
1613365200,51434496,48219136
1613368800,58932224,8761344
1613372400,10782720,12732416
1613376000,47433728,46036992
1613379600,13217792,54342656
1613383200,15442944,65158144
1613386800,24429568,5958656
1613390400,10222592,24298496
1613394000,16154624,29188096
1613397600,5470208,24911872
1613401200,13578240,28527616
1613404800,16592896,18630656
1613408400,56592384,5529600
1613412000,50079744,34549760
1613415600,41901056,37568512
1613419200,46061568,58765312
1613422800,18677760,5410816
1613426400,65430528,59902976
1613430000,16046080,45754368
1613433600,6356992,59706368
1613437200,65527808,19702784
1613440800,57755648,55387136
1613444400,23564288,33408000
1613448000,12576768,37622784
1613451600,28026880,48489472
1613455200,27964416,39507968
1613458800,9907200,42460160
1613462400,23568384,31929344
1613466000,13419520,39077888
1613469600,64382976,20751360
1613473200,9536512,10861568
1613476800,12406784,58656768
1613480400,14175232,43267072
1613484000,51449856,60663808
1613487600,54452224,55709696
1613491200,53260288,52870144
1613494800,8302592,11432960
1613498400,41147392,62310400
1613502000,42744832,51627008
1613505600,65362944,3661824
1613509200,65546240,26217472
1613512800,8599552,40884224
1613516400,66581504,30070784
1613520000,5703680,45430784
1613523600,67051520,2976768
1613527200,64084992,42017792
1613530800,44280832,41922560
1613534400,66104320,56358912
1613538000,18079744,50444288
1613541600,49912832,5422080
1613545200,6571008,3591168
1613548800,23721984,45316096
1613552400,12926976,62773248
1613556000,40516608,21101568
1613559600,14817280,38769664
1613563200,22666240,13254656
1613566800,30417920,61708288
1613570400,52041728,29889536
1613574000,24669184,23175168
1613577600,40750080,57150464
1613581200,24055808,37726208
1613584800,64598016,66239488
1613588400,12538880,63592448
1613592000,23016448,61061120
1613595600,46926848,38359040
1613599200,64387072,18927616
1613602800,7379968,20999168
1613606400,62147584,18210816
1613610000,49202176,3081216
1613613600,37215232,61923328
1613617200,7281664,25312256
1613620800,40607744,35602432
1613624400,19910656,58079232
1613628000,30921728,10010624
1613631600,14144512,4561920
1613635200,32590848,3630080
1613638800,7717888,30080000
1613642400,2760704,50699264
1613646000,26562560,56219648
1613649600,44651520,38920192
1613653200,27468800,9455616
1613656800,23277568,65292288
1613660400,60897280,50854912
1613664000,16393216,42990592
1613667600,51840000,19038208
1613671200,5330944,24551424
1613674800,9780224,11368448
1613678400,58056704,60134400
1613682000,2337792,54408192
1613685600,35574784,14385152
1613689200,24399872,66068480
1613692800,15919104,30021632
1613696400,61578240,49122304
1613700000,46150656,53571584
1613703600,5758976,56231936
1613707200,25381888,63670272
1613710800,63590400,14089216
1613714400,61852672,24905728
1613718000,62848000,11136000
1613721600,33326080,15105024
1613725200,60617728,4086784
1613728800,37559296,3288064
1613732400,13358080,61045760
1613736000,61325312,13598720
1613739600,48344064,29790208
1613743200,58426368,5634048
1613746800,61289472,39775232
1613750400,66098176,55757824
1613754000,21787648,12666880
1613757600,42219520,25449472
1613761200,66801664,33031168
1613764800,22010880,30810112
1613768400,45024256,49293312
1613772000,53618688,40762368
1613775600,58333184,52374528
1613779200,53770240,19367936
1613782800,54364160,56759296
1613786400,20558848,65625088
1613790000,50695168,47314944
1613793600,44653568,31929344
1613797200,9995264,3496960
1613800800,2993152,4174848
1613804400,41176064,34522112
1613808000,25363456,28393472
1613811600,12618752,65485824
1613815200,19273728,12310528
1613818800,31408128,6714368
1613822400,8550400,41862144
1613826000,53910528,60071936
1613829600,48054272,45133824
1613833200,45336576,34714624
1613836800,62404608,65130496
1613840400,24364032,48394240
1613844000,31172608,40488960
1613847600,28599296,8716288
1613851200,5308416,4024320
1613854800,42656768,38744064
1613858400,38642688,16722944
1613862000,38695936,61908992
1613865600,43019264,49217536
1613869200,60284928,27722752
1613872800,26958848,57122816
1613876400,32339968,33412096
1613880000,64414720,19141632
1613883600,58914816,45359104
1613887200,29705216,4668416
1613890800,45503488,57540608
1613894400,2690048,35297280
1613898000,38824960,31765504
1613901600,8676352,65327104
1613905200,5912576,44427264
1613908800,34781184,46472192
1613912400,16062464,6313984
1613916000,28624896,20188160
1613919600,66125824,4534272
1613923200,2296832,26828800
1613926800,30160896,27158528
1613930400,49381376,27930624
1613934000,58473472,46687232
1613937600,44975104,17805312
1613941200,24936448,7571456
1613944800,20377600,3331072
1613948400,63014912,20970496
1613952000,4058112,34729984
1613955600,18165760,10638336
1613959200,65486848,21981184
1613962800,52968448,65697792
1613966400,66356224,34460672
1613970000,4902912,27871232
1613973600,52552704,3918848
1613977200,62849024,52752384
1613980800,28650496,58439680
1613984400,45340672,43462656
1613988000,19260416,4231168
1613991600,23040000,29666304
1613995200,19940352,13406208
1613998800,35140608,38220800
1614002400,14640128,63585280
1614006000,24621056,49141760
1614009600,63745024,40689664
1614013200,57682944,62121984
1614016800,28101632,43541504
1614020400,28236800,27347968
1614024000,43432960,31042560
1614027600,20649984,28875776
1614031200,65404928,48928768
1614034800,47057920,59485184
1614038400,7785472,25288704
1614042000,35837952,24948736
1614045600,59962368,56780800
1614049200,52517888,45332480
1614052800,3078144,53088256
1614056400,16443392,48160768
1614060000,49563648,6494208
1614063600,30192640,46198784
1614067200,45087744,20765696
1614070800,8737792,6079488
1614074400,29737984,34878464
1614078000,63869952,6061056
1614081600,63823872,49949696
1614085200,65379328,29645824
1614088800,64308224,45327360
1614092400,22022144,4983808
1614096000,36045824,55762944
1614099600,60376064,28898304
1614103200,45434880,13310976
1614106800,7121920,13942784
1614110400,64303104,54007808
1614114000,60006400,14283776
1614117600,25932800,55629824
1614121200,58386432,3910656
1614124800,9285632,32553984
1614128400,40432640,4453376
1614132000,65335296,4719616
1614135600,40956928,29577216
1614139200,20100096,39226368
1614142800,57125888,17298432
1614146400,49983488,12038144
1614150000,20186112,18919424
1614153600,65704960,13452288
1614157200,13248512,11556864
1614160800,24666112,50812928
1614164400,23402496,54398976
1614168000,5237760,48838656
1614171600,66586624,29073408
1614175200,37358592,57863168
1614178800,63426560,44548096
1614182400,55846912,36749312
1614186000,14431232,54073344
1614189600,6899712,20818944
1614193200,49080320,24902656
1614196800,57948160,6623232
1614200400,40103936,8349696
1614204000,16565248,58192896
1614207600,57711616,47699968
1614211200,4535296,3850240
1614214800,24686592,59644928
1614218400,20092928,45991936
1614222000,46934016,23234560
1614225600,27720704,46410752
1614229200,50210816,62983168
1614232800,4690944,14055424
1614236400,7948288,58441728
1614240000,48707584,52822016
1614243600,12932096,21037056
1614247200,6531072,27442176
1614250800,43842560,29910016
1614254400,31968256,49377280
1614258000,36162560,13963264
1614261600,40460288,26764288
1614265200,27092992,10426368
1614268800,61058048,49682432
1614272400,35501056,14041088
1614276000,61104128,15325184
1614279600,2705408,54255616
1614283200,27166720,18347008
1614286800,50128896,62300160
1614290400,30305280,23506944
1614294000,21158912,44442624
1614297600,41758720,64533504
1614301200,63383552,46193664
1614304800,24865792,7643136
1614308400,8993792,22264832
1614312000,54923264,10586112
1614315600,66670592,60814336
1614319200,2780160,26654720
1614322800,36670464,61741056
1614326400,9227264,5061632
1614330000,41212928,35762176
1614333600,50829312,41821184
1614337200,22907904,43425792
1614340800,58071040,38466560
1614344400,6144000,21266432
1614348000,59876352,57745408
1614351600,31139840,34525184
1614355200,55170048,27413504
1614358800,46148608,45465600
1614362400,65499136,20572160
1614366000,33160192,20840448
1614369600,29061120,32721920
1614373200,14544896,29745152
1614376800,57279488,16645120
1614380400,56915968,31936512
1614384000,52149248,31019008
1614387600,65601536,35868672
1614391200,5731328,53939200
1614394800,44725248,29232128
1614398400,25295872,16299008
1614402000,15929344,50601984
1614405600,6934528,44972032
1614409200,50557952,27534336
1614412800,37815296,29596672
1614416400,38430720,36204544
1614420000,15599616,4481024
1614423600,54947840,42563584
1614427200,2632704,34922496
1614430800,37738496,57815040
1614434400,49470464,27545600
1614438000,55182336,34509824
1614441600,23994368,21200896
1614445200,35809280,60168192
1614448800,8031232,45964288
1614452400,22291456,63769600
1614456000,60166144,36123648
1614459600,47262720,65003520
1614463200,46525440,63250432
1614466800,57968640,17230848
1614470400,25737216,29289472
1614474000,18865152,39239680
1614477600,64212992,6704128
1614481200,47234048,64749568
1614484800,39529472,50402304
1614488400,55454720,54430720
1614492000,43377664,11054080
1614495600,21830656,65275904
1614499200,62698496,23069696
1614502800,58334208,36159488
1614506400,66936832,46055424
1614510000,32819200,59993088
1614513600,15069184,45511680
1614517200,25414656,59497472
1614520800,41652224,16273408
1614524400,42158080,32820224
1614528000,10992640,58927104
1614531600,4950016,8095744
1614535200,31060992,17613824
1614538800,5735424,36020224
1614542400,33446912,26620928
1614546000,23341056,9714688
1614549600,35577856,10602496
1614553200,40420352,63706112
1614556800,31575040,31645696
1614560400,32755712,31403008
1614564000,10591232,63478784
1614567600,24286208,56103936
1614571200,41880576,15130624
1614574800,16018432,48963584
1614578400,61846528,56080384
1614582000,14673920,38268928
1614585600,15424512,50066432
1614589200,44268544,44388352
1614592800,33111040,47906816
1614596400,13298688,64460800
1614600000,39957504,67083264
1614603600,7065600,40966144
1614607200,10575872,45389824
1614610800,37562368,40053760
1614614400,42465280,3209216
1614618000,4346880,50959360
1614621600,32117760,59076608
1614625200,7480320,39428096
1614628800,39636992,21402624
1614632400,21281792,66914304
1614636000,42912768,33858560
1614639600,38073344,56240128
1614643200,16816128,15232000
1614646800,66058240,15356928
1614650400,28569600,44786688
1614654000,12707840,66429952
1614657600,44760064,17676288
1614661200,40286208,20765696
1614664800,28495872,43279360
1614668400,26250240,3851264
1614672000,44391424,61039616
1614675600,20241408,9399296
1614679200,53006336,25624576
1614682800,46730240,58074112
1614686400,12456960,33442816
1614690000,57878528,53272576
1614693600,65204224,28841984
1614697200,9929728,47450112
1614700800,9504768,41417728
1614704400,60709888,35977216
1614708000,19095552,38847488
1614711600,2824192,29285376
1614715200,21954560,8541184
1614718800,15481856,48353280
1614722400,49723392,39634944
1614726000,17635328,27004928
1614729600,33564672,3306496
1614733200,66846720,52001792
1614736800,59373568,46467072
1614740400,42966016,4721664
1614744000,12800000,66274304
1614747600,23424000,43435008
1614751200,60546048,63797248
1614754800,56314880,2940928
1614758400,38105088,17442816
1614762000,36820992,55103488
1614765600,54193152,5075968
1614769200,49819648,9037824
1614772800,11520000,30731264
1614776400,55294976,59146240
1614780000,3256320,38360064
1614783600,51580928,34723840
1614787200,39569408,51317760
1614790800,19615744,64372736
1614794400,63214592,28011520
1614798000,66997248,41445376
1614801600,59715584,55852032
1614805200,17770496,53152768
1614808800,52539392,39515136
1614812400,53996544,23534592
1614816000,54860800,56248320
1614819600,44068864,41945088
1614823200,59227136,59318272
1614826800,16412672,36176896
1614830400,22939648,4597760
1614834000,28213248,24098816
1614837600,8387584,12684288
1614841200,24252416,13386752
1614844800,29431808,9298944
1614848400,10650624,25536512
1614852000,35213312,10537984
1614855600,64884736,27820032
1614859200,31819776,48084992
1614862800,46402560,17249280
1614866400,20491264,33289216
1614870000,38687744,40781824
1614873600,22427648,15646720
1614877200,48156672,47084544
1614880800,7855104,62473216
1614884400,16151552,61237248
1614888000,32500736,42267648
1614891600,18226176,38792192
1614895200,20381696,40381440
1614898800,50081792,47716352
1614902400,47583232,26162176
1614906000,38683648,48227328
1614909600,2130944,36458496
1614913200,41477120,31853568
1614916800,49974272,20769792
1614920400,47006720,35895296
1614924000,19488768,18584576
1614927600,9567232,39820288
1614931200,64673792,55627776
1614934800,19794944,37958656
1614938400,18518016,66390016
1614942000,32086016,48921600
1614945600,41547776,48215040
1614949200,53143552,27360256
1614952800,54026240,3643392
1614956400,40506368,67040256
1614960000,27708416,12080128
1614963600,15684608,27742208
1614967200,46442496,22591488
1614970800,57499648,61846528
1614974400,41264128,37396480
1614978000,30631936,26182656
1614981600,21410816,38102016
1614985200,63905792,18974720
1614988800,59159552,49131520
1614992400,54836224,10567680
1614996000,48411648,52352000
1614999600,24920064,55389184
1615003200,33457152,10953728
1615006800,15639552,52913152
1615010400,12499968,21576704
1615014000,20370432,38112256
1615017600,31559680,33957888
1615021200,63757312,43431936
1615024800,54452224,54147072
1615028400,38168576,61146112
1615032000,56973312,66703360
1615035600,20219904,11274240
1615039200,5223424,49555456
1615042800,28151808,62285824
1615046400,64116736,48417792
1615050000,38284288,45418496
1615053600,33659904,61107200
1615057200,66238464,32546816
1615060800,4951040,47307776
1615064400,50890752,47894528
1615068000,66787328,4151296
1615071600,18896896,31238144
1615075200,36013056,48083968
1615078800,7560192,55895040
1615082400,2649088,11159552
1615086000,49932288,57525248
1615089600,10753024,35581952
1615093200,66703360,13879296
1615096800,18027520,60284928
1615100400,41595904,47575040
1615104000,9120768,45309952
1615107600,25883648,8210432
1615111200,6834176,57551872
1615114800,6188032,9688064
1615118400,37750784,54981632
1615122000,23012352,37428224
1615125600,57035776,39812096
1615129200,34096128,58478592
1615132800,53326848,7087104
1615136400,14791680,53878784
1615140000,16149504,30153728
1615143600,44294144,57345024
1615147200,63638528,11414528
1615150800,36655104,47095808
1615154400,37130240,11141120
1615158000,27560960,11680768
1615161600,21880832,18875392
1615165200,17794048,26617856
1615168800,9317376,21884928
1615172400,66748416,12497920
1615176000,42296320,22651904
1615179600,47830016,32223232
1615183200,27893760,47355904
1615186800,56131584,14110720
1615190400,52345856,3813376
1615194000,65892352,33925120
1615197600,31869952,10604544
1615201200,24161280,60938240
1615204800,52461568,58719232
1615208400,8452096,55021568
1615212000,35290112,66455552
1615215600,64605184,55073792
1615219200,18221056,47830016
1615222800,14581760,57981952
1615226400,2605056,14220288
1615230000,3369984,10332160
1615233600,2301952,16629760
1615237200,40458240,28099584
1615240800,29416448,62019584
1615244400,40113152,14652416
1615248000,31263744,6423552
1615251600,14008320,28563456
1615255200,47470592,3599360
1615258800,54932480,65361920
1615262400,60221440,61287424
1615266000,20801536,60941312
1615269600,60633088,18296832
1615273200,48905216,44284928
1615276800,31556608,28916736
1615280400,35156992,64605184
1615284000,8566784,3956736
1615287600,7827456,8772608
1615291200,18490368,13715456
1615294800,34775040,45809664
1615298400,8625152,40317952
1615302000,25891840,5318656
1615305600,44644352,5329920
1615309200,31785984,57544704
1615312800,6832128,19608576
1615316400,23324672,32483328
1615320000,46325760,42029056
1615323600,26314752,39848960
1615327200,25755648,40649728
1615330800,49563648,55216128
1615334400,2456576,50150400
1615338000,52711424,8927232
1615341600,52011008,58441728
1615345200,15602688,35931136
1615348800,5047296,15807488
1615352400,14630912,44114944
1615356000,54028288,5952512
1615359600,47337472,64103424
1615363200,9186304,12013568
1615366800,22065152,46460928
1615370400,62064640,43292672
1615374000,11835392,41280512
1615377600,18211840,36052992
1615381200,46559232,9398272
1615384800,9593856,29014016
1615388400,62517248,42492928
1615392000,12054528,48118784
1615395600,49323008,29495296
1615399200,6977536,30355456
1615402800,63329280,9927680
1615406400,11592704,43389952
1615410000,51945472,63524864
1615413600,47246336,64712704
1615417200,28045312,21862400
1615420800,42156032,48013312
1615424400,66226176,37110784
1615428000,56736768,10951680
1615431600,43821056,40378368
1615435200,12435456,23271424
1615438800,47679488,19932160
1615442400,17715200,43086848
1615446000,27854848,27672576
1615449600,56635392,42608640
1615453200,55071744,29042688
1615456800,5854208,18818048
1615460400,36873216,47890432
1615464000,60111872,54249472
1615467600,11832320,40248320
1615471200,19379200,37780480
1615474800,27540480,59439104
1615478400,51223552,59196416
1615482000,29440000,40850432
1615485600,35578880,6152192
1615489200,14119936,45917184
1615492800,59866112,59702272
1615496400,31279104,10471424
1615500000,3207168,57036800
1615503600,3573760,25272320
1615507200,32535552,24075264
1615510800,52218880,3820544
1615514400,40797184,54521856
1615518000,49613824,33799168
1615521600,41661440,59348992
1615525200,39477248,26471424
1615528800,62559232,64920576
1615532400,18800640,46672896
1615536000,24534016,13670400
1615539600,20414464,58015744
1615543200,17725440,64976896
1615546800,4349952,43021312
1615550400,57569280,33531904
1615554000,51395584,26206208
1615557600,55999488,20400128
1615561200,49382400,21425152
1615564800,42378240,34491392
1615568400,55688192,16065536
1615572000,21903360,5719040
1615575600,15294464,28995584
1615579200,62970880,52674560
1615582800,20896768,58420224
1615586400,18012160,37600256
1615590000,5511168,40450048
1615593600,49173504,56368128
1615597200,63895552,32329728
1615600800,54235136,66149376
1615604400,8241152,12221440
1615608000,32571392,25067520
1615611600,36331520,21460992
1615615200,43370496,51143680
1615618800,8316928,51178496
1615622400,51064832,61907968
1615626000,65147904,38397952
1615629600,65530880,45872128
1615633200,32823296,28918784
1615636800,31437824,51622912
1615640400,52769792,14879744
1615644000,22113280,23710720
1615647600,53232640,36717568
1615651200,12968960,50019328
1615654800,66950144,65106944
1615658400,49058816,8081408
1615662000,10218496,47059968
1615665600,63591424,11979776
1615669200,33951744,39852032
1615672800,61026304,40171520
1615676400,56461312,44981248
1615680000,2496512,22026240
1615683600,16270336,33457152
1615687200,65801216,14523392
1615690800,27806720,30129152
1615694400,64050176,46006272
1615698000,10439680,19053568
1615701600,2607104,61575168
1615705200,53673984,13478912
1615708800,12011520,21041152
1615712400,11475968,26500096
1615716000,59566080,52136960
1615719600,38990848,56047616
1615723200,62020608,5832704
1615726800,61330432,23463936
1615730400,11433984,50681856
1615734000,33875968,44372992
1615737600,5598208,15576064
1615741200,43260928,4289536
1615744800,28002304,3957760
1615748400,64862208,24942592
1615752000,15393792,40731648
1615755600,9426944,15903744
1615759200,35196928,28530688
1615762800,59825152,12639232
1615766400,47475712,4191232
1615770000,4569088,39931904
1615773600,21757952,41462784
1615777200,61409280,49208320
1615780800,12725248,55629824
1615784400,5563392,54601728
1615788000,6728704,4869120
1615791600,64405504,10229760
1615795200,18348032,40556544
1615798800,44962816,44253184
1615802400,9944064,10242048
1615806000,67099648,23240704
1615809600,48876544,41956352
1615813200,4574208,49503232
1615816800,3377152,62302208
1615820400,27572224,48755712
1615824000,31923200,30045184
1615827600,21577728,19110912
1615831200,36937728,48417792
1615834800,66223104,15093760
1615838400,36937728,37216256
1615842000,35125248,41570304
1615845600,39988224,32420864
1615849200,17229824,56239104
1615852800,5867520,27622400
1615856400,33382400,46254080
1615860000,3294208,65911808
1615863600,34924544,50073600
1615867200,40758272,37401600
1615870800,65007616,42039296
1615874400,65133568,25469952
1615878000,56224768,29946880
1615881600,20944896,43233280
1615885200,46961664,23313408
1615888800,24541184,13601792
1615892400,3836928,59381760
1615896000,48720896,36865024
1615899600,66381824,21599232
1615903200,34716672,49042432
1615906800,10728448,38487040
1615910400,9554944,9540608
1615914000,50171904,10753024
1615917600,40883200,17986560
1615921200,26256384,14531584
1615924800,20818944,56693760
1615928400,22000640,18842624
1615932000,15054848,43656192
1615935600,14220288,66442240
1615939200,19779584,26611712
1615942800,55185408,42223616
1615946400,38116352,56925184
1615950000,67035136,52267008
1615953600,59220992,33835008
1615957200,6756352,26827776
1615960800,48307200,47927296
1615964400,30744576,55764992
1615968000,22897664,13806592
1615971600,31947776,61683712
1615975200,62236672,23634944
1615978800,41646080,15945728
1615982400,13218816,29076480
1615986000,65230848,58716160
1615989600,5622784,44880896
1615993200,58049536,23305216
1615996800,4382720,13651968
1616000400,30958592,7928832
1616004000,36007936,63424512
1616007600,58098688,28119040
1616011200,62689280,30284800
1616014800,20376576,43886592
1616018400,43641856,16550912
1616022000,65081344,64443392
1616025600,60801024,62459904
1616029200,59017216,55927808
1616032800,18984960,33553408
1616036400,37303296,30106624
1616040000,60533760,2951168
1616043600,54253568,31586304
1616047200,45735936,45193216
1616050800,20322304,15548416
1616054400,24274944,16710656
1616058000,21381120,58185728
1616061600,13025280,44909568
1616065200,51734528,41144320
1616068800,40625152,37540864
1616072400,50460672,17157120
1616076000,51995648,48433152
1616079600,14490624,45686784
1616083200,43783168,38938624
1616086800,34504704,28197888
1616090400,37921792,37237760
1616094000,23734272,31345664
1616097600,38091776,10877952
1616101200,60835840,16717824
1616104800,21500928,46587904
1616108400,30170112,43679744
1616112000,61201408,16980992
1616115600,2282496,7117824
1616119200,27320320,19447808
1616122800,13691904,65848320
1616126400,54891520,62056448
1616130000,48436224,39777280
1616133600,10906624,60829696
1616137200,18354176,52592640
1616140800,65198080,18288640
1616144400,46220288,36011008
1616148000,53429248,2844672
1616151600,32786432,56951808
1616155200,44166144,26512384
1616158800,6559744,63569920
1616162400,38530048,2159616
1616166000,7666688,32622592
1616169600,17043456,7853056
1616173200,5170176,42267648
1616176800,25203712,16764928
1616180400,8532992,12985344
1616184000,44251136,54872064
1616187600,18193408,53060608
1616191200,16119808,66990080
1616194800,6070272,14208000
1616198400,18169856,50193408
1616202000,48121856,37028864
1616205600,18468864,46339072
1616209200,26870784,60537856
1616212800,38281216,63874048
1616216400,56997888,9702400
1616220000,31463424,30095360
1616223600,40227840,46410752
1616227200,35851264,43300864
1616230800,54108160,26484736
1616234400,57968640,60544000
1616238000,4899840,35110912
1616241600,48307200,20996096
1616245200,21061632,29856768
1616248800,53416960,25035776
1616252400,41967616,37016576
1616256000,40658944,55520256
1616259600,6935552,57030656
1616263200,34749440,64249856
1616266800,50458624,5920768
1616270400,28540928,7874560
1616274000,13526016,57907200
1616277600,3399680,51656704
1616281200,4734976,37153792
1616284800,27847680,56745984
1616288400,29068288,51247104
1616292000,17708032,64410624
1616295600,19248128,31444992
1616299200,50837504,5739520
1616302800,59204608,37144576
1616306400,61217792,66601984
1616310000,7051264,34767872
1616313600,55012352,44429312
1616317200,57228288,55191552
1616320800,41569280,8104960
1616324400,26543104,35539968
1616328000,46422016,5498880
1616331600,26338304,47724544
1616335200,22586368,61515776
1616338800,50308096,15863808
1616342400,51152896,12266496
1616346000,65013760,66763776
1616349600,42106880,49691648
1616353200,31098880,25834496
1616356800,20861952,55733248
1616360400,60881920,14969856
1616364000,55225344,33362944
1616367600,15167488,10655744
1616371200,10683392,37826560
1616374800,31277056,17682432
1616378400,43834368,55723008
1616382000,51126272,23146496
1616385600,59125760,42894336
1616389200,36300800,14602240
1616392800,37300224,19499008
1616396400,60908544,53882880
1616400000,62208000,58813440
1616403600,21063680,37204992
1616407200,41395200,17592320
1616410800,60943360,27686912
1616414400,6215680,22242304
1616418000,40560640,59344896
1616421600,53509120,21157888
1616425200,35430400,29622272
1616428800,56887296,64610304
1616432400,45207552,66151424
1616436000,53224448,61763584
1616439600,54727680,12767232
1616443200,5074944,23918592
1616446800,57811968,7805952
1616450400,41320448,51610624
1616454000,59591680,36418560
1616457600,10841088,46086144
1616461200,39054336,17667072
1616464800,61581312,65427456
1616468400,43256832,65700864
1616472000,20559872,49247232
1616475600,25462784,39498752
1616479200,3296256,58796032
1616482800,34550784,25613312
1616486400,56296448,45189120
1616490000,24655872,9937920
1616493600,7369728,12273664
1616497200,53147648,10348544
1616500800,34096128,11376640
1616504400,48596992,40846336
1616508000,28418048,8605696
1616511600,42695680,37161984
1616515200,52594688,14640128
1616518800,20258816,47067136
1616522400,12957696,61419520
1616526000,45658112,63960064
1616529600,43556864,36550656
1616533200,3876864,12282880
1616536800,28236800,3857408
1616540400,35800064,49963008
1616544000,46949376,58358784
1616547600,25331712,52222976
1616551200,3522560,43909120
1616554800,28001280,3048448
1616558400,53189632,9488384
1616562000,41798656,47037440
1616565600,15996928,17384448
1616569200,17089536,66495488
1616572800,29927424,35252224
1616576400,13979648,8314880
1616580000,62101504,57540608
1616583600,37704704,38548480
1616587200,26981376,7011328
1616590800,16262144,20647936
1616594400,8772608,49965056
1616598000,36040704,53624832
1616601600,8740864,59275264
1616605200,6264832,10166272
1616608800,36075520,64708608
1616612400,43658240,54694912
1616616000,7087104,18347008
1616619600,34622464,53527552
1616623200,66173952,17141760
1616626800,20440064,61531136
1616630400,50296832,32322560
1616634000,2736128,12815360
1616637600,55292928,5870592
1616641200,16794624,47704064
1616644800,10785792,30959616
1616648400,66254848,17461248
1616652000,13814784,2712576
1616655600,36515840,20458496
1616659200,59891712,40684544
1616662800,61067264,61396992
1616666400,5810176,5142528
1616670000,48982016,10801152
1616673600,21392384,16494592
1616677200,29758464,20456448
1616680800,31539200,48101376
1616684400,14877696,47266816
1616688000,45853696,48056320
1616691600,57985024,34036736
1616695200,51830784,40209408
1616698800,47170560,28046336
1616702400,4059136,13842432
1616706000,43410432,48316416
1616709600,14457856,12816384
1616713200,34204672,7239680
1616716800,18930688,60702720
1616720400,66539520,22644736
1616724000,63748096,15938560
1616727600,63888384,18031616
1616731200,30336000,59076608
1616734800,3917824,27305984
1616738400,7595008,49239040
1616742000,40002560,51351552
1616745600,62725120,63417344
1616749200,50818048,47446016
1616752800,36517888,30878720
1616756400,8382464,38479872
1616760000,42624000,17222656
1616763600,52227072,22511616
1616767200,60482560,19321856
1616770800,60194816,44843008
1616774400,12914688,27151360
1616778000,32917504,9553920
1616781600,40993792,29696000
1616785200,58028032,36759552
1616788800,54202368,27375616
1616792400,61968384,59700224
1616796000,9504768,34861056
1616799600,43941888,5121024
1616803200,63709184,60189696
1616806800,17996800,33117184
1616810400,23958528,56822784
1616814000,37026816,32012288
1616817600,6935552,22144000
1616821200,19954688,65320960
1616824800,6896640,13039616
1616828400,10582016,17714176
1616832000,38093824,41402368
1616835600,57710592,11977728
1616839200,36529152,16155648
1616842800,46641152,23621632
1616846400,41435136,9026560
1616850000,16212992,48842752
1616853600,9318400,25584640
1616857200,19393536,5917696
1616860800,18665472,35294208
1616864400,4464640,8053760
1616868000,57546752,39394304
1616871600,5496832,62385152
1616875200,59442176,23354368
1616878800,28124160,31768576
1616882400,34296832,36609024
1616886000,47385600,5280768
1616889600,10901504,5514240
1616893200,47702016,45333504
1616896800,19572736,59772928
1616900400,66859008,26437632
1616904000,66702336,48501760
1616907600,8171520,41450496
1616911200,6976512,58007552
1616914800,45271040,56084480
1616918400,58731520,47638528
1616922000,29569024,49168384
1616925600,52463616,32968704
1616929200,44444672,12322816
1616932800,21752832,37998592
1616936400,41994240,53952512
1616940000,7497728,54809600
1616943600,24663040,48841728
1616947200,58226688,37794816
1616950800,59606016,43230208
1616954400,30457856,26882048
1616958000,2557952,30051328
1616961600,8273920,41171968
1616965200,36931584,45692928
1616968800,32070656,15093760
1616972400,34668544,56231936
1616976000,28162048,62140416
1616979600,38291456,13515776
1616983200,60538880,48165888
1616986800,23741440,15181824
1616990400,19054592,31165440
1616994000,34564096,56994816
1616997600,18866176,24656896
1617001200,38726656,9982976
1617004800,60355584,31222784
1617008400,18642944,23703552
1617012000,23534592,51644416
1617015600,19184640,29711360
1617019200,25706496,54020096
1617022800,8295424,23206912
1617026400,34543616,8393728
1617030000,12329984,28135424
1617033600,3424256,48524288
1617037200,39555072,29392896
1617040800,29580288,28726272
1617044400,42477568,14064640
1617048000,57795584,9931776
1617051600,3949568,42091520
1617055200,32491520,8105984
1617058800,17504256,58276864
1617062400,4759552,34051072
1617066000,14871552,26196992
1617069600,18585600,64498688
1617073200,53812224,42194944
1617076800,51408896,27537408
1617080400,30832640,51382272
1617084000,33833984,41065472
1617087600,12408832,2688000
1617091200,55019520,17393664
1617094800,29983744,50029568
1617098400,11549696,37891072
1617102000,29523968,34775040
1617105600,13252608,31376384
1617109200,9756672,43646976
1617112800,4912128,25164800
1617116400,2341888,7574528
1617120000,57118720,15116288
1617123600,31675392,41134080
1617127200,12505088,50917376
1617130800,16219136,29344768
1617134400,11344896,12481536
1617138000,13617152,10608640
1617141600,18976768,23928832
1617145200,11199488,39426048
1617148800,39225344,6612992
1617152400,22345728,48678912
1617156000,42406912,17299456
1617159600,16344064,53562368
1617163200,46578688,56544256
1617166800,62639104,49394688
1617170400,14599168,62883840
1617174000,22398976,4608000
1617177600,43429888,51977216
1617181200,43644928,21365760
