timestamp,virtual,physical
1613638800,1536573,440915
1613642400,2674956,451115
1613646000,2670783,513863
1613649600,2051222,371602
1613653200,2464145,350513
1613656800,3546582,360648
1613660400,3773496,305151
1613664000,4079591,290499
1613667600,1960261,351928
1613671200,2466512,468029
1613674800,3860512,496318
1613678400,3995038,500499
1613682000,2344943,435750
1613685600,2585728,519541
1613689200,3946916,285727
1613692800,1730659,501685
1613696400,4142860,467111
1613700000,3581332,519982
1613703600,1253476,383982
1613707200,3260718,310004
1613710800,2320198,516165
1613714400,3821593,325265
1613718000,2923216,292782
1613721600,1147246,423353
1613725200,1179940,468462
1613728800,3257176,322518
1613732400,4117316,436107
1613736000,2927523,429354
1613739600,1137223,264866
1613743200,1746127,361664
1613746800,1612049,323694
1613750400,1130442,507188
1613754000,2640203,513619
1613757600,3131368,485633
1613761200,4054920,362271
1613764800,3418361,345952
1613768400,2714989,417712
1613772000,1984415,389031
1613775600,3607483,508741
1613779200,3183015,331204
1613782800,2552481,409430
1613786400,2489208,377309
1613790000,3208008,436354
1613793600,2647660,406672
1613797200,3591314,461221
1613800800,4187172,481766
1613804400,3677635,337347
1613808000,3619606,281383
1613811600,2690720,459641
1613815200,2872850,454230
1613818800,2658663,522269
1613822400,2636361,389626
1613826000,1997510,422822
1613829600,2623931,356138
1613833200,2510240,296705
1613836800,2004490,344093
1613840400,3859210,292488
1613844000,1248121,511287
1613847600,1522503,487681
1613851200,4073781,389678
1613854800,4096631,391957
1613858400,4027772,431287
1613862000,2044911,303915
1613865600,2558449,277740
1613869200,2864696,447494
1613872800,4142604,274746
1613876400,2285326,483576
1613880000,2509085,345069
1613883600,3011815,410838
1613887200,1499903,273288
1613890800,2552035,356358
1613894400,2196849,381485
1613898000,3805152,298398
1613901600,2994066,345496
1613905200,3147813,508201
1613908800,4152064,424259
1613912400,3795144,312281
1613916000,2435796,335124
1613919600,3244300,273879
1613923200,3237018,339368
1613926800,2037618,296258
1613930400,1147959,388606
1613934000,2624932,508440
1613937600,1267113,391896
1613941200,2498603,402691
1613944800,2770875,332483
1613948400,2078470,504325
1613952000,4123215,375702
1613955600,1074026,296018
1613959200,2823351,286273
1613962800,2651472,415989
1613966400,3078357,410039
1613970000,3621595,271741
1613973600,1802274,312274
1613977200,3169731,317642
1613980800,2490495,488754
1613984400,4030988,487518
1613988000,2191626,361543
1613991600,2053300,308507
1613995200,2855481,350561
1613998800,4129286,378238
1614002400,1214614,438054
1614006000,2206153,356627
1614009600,2654192,390948
1614013200,4067183,494570
1614016800,2259821,424671
1614020400,1968561,355561
1614024000,2680874,344492
1614027600,2464405,285535
1614031200,4068125,386491
1614034800,3230983,521977
1614038400,2453559,438838
1614042000,1809147,450077
1614045600,2384235,448970
1614049200,2861726,521627
1614052800,3172152,437589
1614056400,2478145,450382
1614060000,1665112,488090
1614063600,2385927,386869
1614067200,3771539,419269
1614070800,2458180,524067
1614074400,3736627,489469
1614078000,1932353,384312
1614081600,1628971,458354
1614085200,1463463,450343
1614088800,1642968,494785
1614092400,3867790,425753
1614096000,1472021,433525
1614099600,1403044,447859
1614103200,1151458,331884
1614106800,1757305,387689
1614110400,3917114,296485
1614114000,2420968,334394
1614117600,1581081,350743
1614121200,1513604,369276
1614124800,3921338,300174
1614128400,1946795,311423
1614132000,3156327,470442
1614135600,2541811,329267
1614139200,4082968,333390
1614142800,2094469,479304
1614146400,2410313,457592
1614150000,1434537,467460
1614153600,1154800,478358
1614157200,3545652,471083
1614160800,2909413,320131
1614164400,2436931,268994
1614168000,1150482,394313
1614171600,4020827,368998
1614175200,2326127,284267
1614178800,1792727,474684
1614182400,2167547,329089
1614186000,2371776,341892
1614189600,3425731,449649
1614193200,2770506,425798
1614196800,1580194,402192
1614200400,1700981,316876
1614204000,2439307,507629
1614207600,2630644,448372
1614211200,3876631,405318
1614214800,1707428,493700
1614218400,2042068,467505
1614222000,2078917,301680
1614225600,3760060,325697
1614229200,3827645,312537
1614232800,3246249,376761
1614236400,3945727,432550
1614240000,2021226,287182
1614243600,3399003,464996
1614247200,3892422,397024
1614250800,1422001,487678
1614254400,2646557,501558
1614258000,1075197,364663
1614261600,4162032,294553
1614265200,1341305,430500
1614268800,3590681,421768
1614272400,2243841,384936
1614276000,1950894,384364
1614279600,1486632,464945
1614283200,2034576,333295
1614286800,1312745,296026
1614290400,3595981,270365
1614294000,3355953,367329
1614297600,1091578,462634
1614301200,3725496,262186
1614304800,1390810,428782
1614308400,4165161,364537
1614312000,4077541,522225
1614315600,1784565,374853
1614319200,3704002,501850
1614322800,3697370,476266
1614326400,1981664,435216
1614330000,3492294,518553
1614333600,3972513,515626
1614337200,2304844,497450
1614340800,2954535,466643
1614344400,1852776,518592
1614348000,3633864,489859
1614351600,3779796,262363
1614355200,1479289,423909
1614358800,1321517,509622
1614362400,1119135,504365
1614366000,2714529,472309
1614369600,3388368,300829
1614373200,1902594,270502
1614376800,1335555,349987
1614380400,3902656,431959
1614384000,3153248,313633
1614387600,2007579,310446
1614391200,3985950,377527
1614394800,2648453,383843
1614398400,2687815,307034
1614402000,4053816,286841
1614405600,2371291,494019
1614409200,2659196,438665
1614412800,3805250,303705
1614416400,1478482,468089
1614420000,2128723,519916
1614423600,1733134,269985
1614427200,2402696,485031
1614430800,1075806,329086
1614434400,1897024,517208
1614438000,3909742,325884
1614441600,3985486,409027
1614445200,3788107,365763
1614448800,3938288,403842
1614452400,2329008,328195
1614456000,3599122,349511
1614459600,1414127,459193
1614463200,3732040,402384
1614466800,1433067,458928
1614470400,3861097,289663
1614474000,1977278,481966
1614477600,2911622,302741
1614481200,2069726,327795
1614484800,3153202,522392
1614488400,2761113,328453
1614492000,2881796,377542
1614495600,2761832,313959
1614499200,1054521,520619
1614502800,3305064,270595
1614506400,2502103,388943
1614510000,1134515,332808
1614513600,2581758,451971
1614517200,1587242,279455
1614520800,2429027,395522
1614524400,2317433,520060
1614528000,3835390,362871
1614531600,2842759,454381
1614535200,3812186,451448
1614538800,1576933,404807
1614542400,1768608,398673
1614546000,1531218,448766
1614549600,3670234,355404
1614553200,4179020,268448
1614556800,2455063,402062
1614560400,2378896,497955
1614564000,1584500,367785
1614567600,3719724,489074
1614571200,1869115,320235
1614574800,2092130,363390
1614578400,3085078,474720
1614582000,1151082,360558
1614585600,1365608,320801
1614589200,3183083,454626
1614592800,2616918,302778
1614596400,3755255,451752
1614600000,3855865,298356
1614603600,3793733,445474
1614607200,1191597,368905
1614610800,3862927,497591
1614614400,2873922,474725
1614618000,1265159,521587
1614621600,2416567,523780
1614625200,1286013,351545
1614628800,2953182,493045
1614632400,2292368,265435
1614636000,3594768,295855
1614639600,1425073,502826
1614643200,3244353,408740
1614646800,1750243,356714
1614650400,3076717,522548
1614654000,1858870,372584
1614657600,3453305,406455
1614661200,2925026,450663
1614664800,4188171,491596
1614668400,4098624,505943
1614672000,1496121,379127
1614675600,2085378,498111
1614679200,4059257,481709
1614682800,2956172,452585
1614686400,2556596,524207
1614690000,1517045,377845
1614693600,1353323,320012
1614697200,3773073,396334
1614700800,2308077,273449
1614704400,2071020,399885
1614708000,3690147,521130
1614711600,1832980,322563
1614715200,1194568,296191
1614718800,3400428,400415
1614722400,3158032,418952
1614726000,1960436,459771
1614729600,2378438,369214
1614733200,3324643,406648
1614736800,2175008,513201
1614740400,2965738,269195
1614744000,3141430,282915
1614747600,2495042,300987
1614751200,2182704,495520
1614754800,3850232,291295
1614758400,3403504,409985
1614762000,3586167,270629
1614765600,3561734,431458
1614769200,2703448,294025
1614772800,1789226,334226
1614776400,2800374,491435
1614780000,3118531,298269
1614783600,2262744,510872
1614787200,3564427,344414
1614790800,2499527,494406
1614794400,1383806,482416
1614798000,3132372,330348
1614801600,1560122,378449
1614805200,1681322,327875
1614808800,3507602,288273
1614812400,4040668,356793
1614816000,2017668,286350
1614819600,3520362,335036
1614823200,2561585,450566
1614826800,4044248,413264
1614830400,1843290,291309
1614834000,4055872,505778
1614837600,3217506,283040
1614841200,3120123,487014
1614844800,3518076,369497
1614848400,2036972,444685
1614852000,2696988,450684
1614855600,2088451,322907
1614859200,2408832,357792
1614862800,2757738,408765
1614866400,4059129,499905
1614870000,2343145,303939
1614873600,3940845,352595
1614877200,2219015,471871
1614880800,3699390,489796
1614884400,1416056,293616
1614888000,2623489,487305
1614891600,2116575,330300
1614895200,1306147,513516
1614898800,3187790,365607
1614902400,3517680,504397
1614906000,2387439,440588
1614909600,3055440,274603
1614913200,2083852,481684
1614916800,3003466,382085
1614920400,4042039,508413
1614924000,3252070,353477
1614927600,1605737,373908
1614931200,1764294,410942
1614934800,1112432,477041
1614938400,3798607,428384
1614942000,2618438,387507
1614945600,1711008,275714
1614949200,2827953,391697
1614952800,3682302,511120
1614956400,2599181,377905
1614960000,3901838,265066
1614963600,1880995,397731
1614967200,2123843,287652
1614970800,1937154,402018
1614974400,3564239,467335
1614978000,1705507,519535
1614981600,1879981,420254
1614985200,2475570,494692
1614988800,2943058,436692
1614992400,3865762,445789
1614996000,1923551,448053
1614999600,3728623,486428
1615003200,3880546,264957
1615006800,3505987,480805
1615010400,2087923,332900
1615014000,3229175,480873
1615017600,1656651,391058
1615021200,1413384,367589
1615024800,1736349,463683
1615028400,3665605,316255
1615032000,4087533,385700
1615035600,3728972,457493
1615039200,3440159,434895
1615042800,1223863,351005
1615046400,1404617,367436
1615050000,3689745,442325
1615053600,3185899,335753
1615057200,3817000,507064
1615060800,2441289,504350
1615064400,3095639,328211
1615068000,3993017,290096
1615071600,2131047,403024
1615075200,3047058,393352
1615078800,4187964,319480
1615082400,1652771,508027
1615086000,1696069,493715
1615089600,1691026,439332
1615093200,3319892,405344
1615096800,2192397,346912
1615100400,4175735,451476
1615104000,3341923,520951
1615107600,1682985,497645
1615111200,3750194,511834
1615114800,2060613,417029
1615118400,2338575,436095
1615122000,2332769,296951
1615125600,4142398,268180
1615129200,3593334,366961
1615132800,2766049,438396
1615136400,3584937,486374
1615140000,4101212,298176
1615143600,1771197,283669
1615147200,3367380,366623
1615150800,2535496,317398
1615154400,1246917,413170
1615158000,1818124,387499
1615161600,3043057,351955
1615165200,3777996,496487
1615168800,3758896,333370
1615172400,1451078,323490
1615176000,3656193,372611
1615179600,4041136,455271
1615183200,4054724,288224
1615186800,3454392,524083
1615190400,3882113,484674
1615194000,3900925,378707
1615197600,1835938,425872
1615201200,1192648,479974
1615204800,3424544,319196
1615208400,2375169,473838
1615212000,3100708,517671
1615215600,4018105,372149
1615219200,2452204,452143
1615222800,1403360,439077
1615226400,2101054,487815
1615230000,3920644,514593
1615233600,2445347,359007
1615237200,2022182,469025
1615240800,4062595,489567
1615244400,3885707,341660
1615248000,2031506,447083
1615251600,1248648,454562
1615255200,2974359,342358
1615258800,3828565,362920
1615262400,1976501,429379
1615266000,2682438,353536
1615269600,2009100,403757
1615273200,2833048,522338
1615276800,2962988,299984
1615280400,2284477,338883
1615284000,1848650,437836
1615287600,2433362,362079
1615291200,3682505,520811
1615294800,3455401,403691
1615298400,2593451,521683
1615302000,2059682,428137
1615305600,3594086,425333
1615309200,3250205,277046
1615312800,1556687,522897
1615316400,1433692,380668
1615320000,1748849,444532
1615323600,3368200,342844
1615327200,3478006,427697
1615330800,2977056,409852
1615334400,2049731,278307
1615338000,3117110,483287
1615341600,4127987,307874
1615345200,3999439,464411
1615348800,2667350,373941
1615352400,1925466,274388
1615356000,2213035,310923
1615359600,1497832,299715
1615363200,2051280,290886
1615366800,1891169,455370
1615370400,2389622,438487
1615374000,1898957,463531
1615377600,3248053,284097
1615381200,2654222,428779
1615384800,4129739,385412
1615388400,1633399,407282
1615392000,3554144,293028
1615395600,1689924,339479
1615399200,1913055,441597
1615402800,1862497,381010
1615406400,1610548,377654
1615410000,1453280,408632
1615413600,1481654,325731
1615417200,2292036,384448
1615420800,1407693,506868
1615424400,2947962,390017
1615428000,3315128,389710
1615431600,2693588,271892
1615435200,2775409,365585
1615438800,1755585,345216
1615442400,3640421,498917
1615446000,1550962,374333
1615449600,2897296,356921
1615453200,2295829,352463
1615456800,3688052,485509
1615460400,3099300,311527
1615464000,1654832,356680
1615467600,3879986,511355
1615471200,2261494,404506
1615474800,3525740,520789
1615478400,1967301,441283
1615482000,3273563,300248
1615485600,2932694,461824
1615489200,1361213,464416
1615492800,3976294,494572
1615496400,2128855,275878
1615500000,2312844,267793
1615503600,1181154,491097
1615507200,1678506,331830
1615510800,3729035,382848
1615514400,2393111,274505
1615518000,3326491,377972
1615521600,4042247,390535
1615525200,2991490,273211
1615528800,2894102,482600
1615532400,2634261,403886
1615536000,1457276,402277
1615539600,2805164,452346
1615543200,1390579,489843
1615546800,1710147,380790
1615550400,3090238,423865
1615554000,1449932,421421
1615557600,2276623,266494
1615561200,1176037,284179
1615564800,1915130,445358
1615568400,1983020,375278
1615572000,3345480,329211
1615575600,4163245,302471
1615579200,2031591,331855
1615582800,3207071,466210
1615586400,2138309,329298
1615590000,1399170,444000
1615593600,1264760,271701
1615597200,2743357,293148
1615600800,4177773,518771
1615604400,2780014,451621
1615608000,4099569,298413
1615611600,3233908,339956
1615615200,2668093,474840
1615618800,2992653,384991
1615622400,3023560,512923
1615626000,1552796,337531
1615629600,1897257,473134
1615633200,3272370,521495
1615636800,2386379,445636
1615640400,3612344,325106
1615644000,3932847,293128
1615647600,2878075,474318
1615651200,1877180,371114
1615654800,2610748,285989
1615658400,2736269,409211
1615662000,3885779,276038
1615665600,1232781,299931
1615669200,1678374,486099
1615672800,2092446,470082
1615676400,1145429,392439
1615680000,1258774,337021
1615683600,2049908,268657
1615687200,1075598,337779
1615690800,2891941,312614
1615694400,3413793,475328
1615698000,2744467,264013
1615701600,4177131,374633
1615705200,4156320,284709
1615708800,2856047,473604
1615712400,2672080,349487
1615716000,2720644,521876
1615719600,4040228,279717
1615723200,2143891,471472
1615726800,2612101,302241
1615730400,3050963,342568
1615734000,3062935,376268
1615737600,2262816,392458
1615741200,3272830,449359
1615744800,4143665,394693
1615748400,1558193,473269
1615752000,2184660,367500
1615755600,3370442,327756
1615759200,1537275,443420
1615762800,2978918,455687
1615766400,1710915,404923
1615770000,1597712,497309
1615773600,1724460,390315
1615777200,3142786,454269
1615780800,1921406,510649
1615784400,3911750,509003
1615788000,2173749,418999
1615791600,1943438,500613
1615795200,2650342,498004
1615798800,2532781,501310
1615802400,4042373,417607
1615806000,3867068,460188
1615809600,2102177,417523
1615813200,1055169,486855
1615816800,3230616,360024
1615820400,2790576,483629
1615824000,3395676,453379
1615827600,2034422,397409
1615831200,3736821,455434
1615834800,3746290,411143
1615838400,3593427,313851
1615842000,2242669,262817
1615845600,2049810,511079
1615849200,1815814,503923
1615852800,4160178,410872
1615856400,4155492,337105
1615860000,3197371,415138
1615863600,3945188,319248
1615867200,3726415,274516
1615870800,3696802,399267
1615874400,1695777,454308
1615878000,3510636,367295
1615881600,1440530,299160
1615885200,1823663,457043
1615888800,1287129,322045
1615892400,1398392,418148
1615896000,1694338,493994
1615899600,2259806,336554
1615903200,2584970,404011
1615906800,1105634,449482
1615910400,1085548,281035
1615914000,1317574,349025
1615917600,1750031,281351
1615921200,1194541,488450
1615924800,2924452,433992
1615928400,4045552,420361
1615932000,4040055,476275
1615935600,1323755,493457
1615939200,2616850,520168
1615942800,2270009,489645
1615946400,3475175,516156
1615950000,3542339,445916
1615953600,3116523,294420
1615957200,3671464,458740
1615960800,2539098,320417
1615964400,1962245,472930
1615968000,2699557,392280
1615971600,2665369,511194
1615975200,1203914,449843
1615978800,1538108,451259
1615982400,3509056,339070
1615986000,3506397,469605
1615989600,2655452,373131
1615993200,2545299,288251
1615996800,2735374,357079
1616000400,1837614,441174
1616004000,3241511,399543
1616007600,4041394,326902
1616011200,3843431,367031
1616014800,3671601,352010
1616018400,4102030,391335
1616022000,2668508,510661
1616025600,1574998,352557
1616029200,2863249,416862
1616032800,2902331,465017
1616036400,2714340,375514
1616040000,2646350,453596
1616043600,3476102,316904
1616047200,3712223,513844
1616050800,1138966,417496
1616054400,1399524,350859
1616058000,2173749,441629
1616061600,3114336,443230
1616065200,1561884,403981
1616068800,2394346,513790
1616072400,2855900,465517
1616076000,3528663,278402
1616079600,2813567,378019
1616083200,1421100,433359
1616086800,3689636,384784
1616090400,2739506,368664
1616094000,2346891,399935
1616097600,1091058,311080
1616101200,1252520,346457
1616104800,3456468,289801
1616108400,3912210,393319
1616112000,3271598,311901
1616115600,1109100,350678
1616119200,3913176,309142
1616122800,1810046,271055
1616126400,3711530,470266
1616130000,2319502,417336
1616133600,1802428,410221
1616137200,3955929,339244
1616140800,2421959,304090
1616144400,3354020,439427
1616148000,3565144,452133
1616151600,1112183,454630
1616155200,3135978,524008
1616158800,2120816,293801
1616162400,2659721,262511
1616166000,3060511,422277
1616169600,3731059,498067
1616173200,3929327,297351
1616176800,2647657,495422
1616180400,2418102,327612
1616184000,3066652,280978
1616187600,3114984,411827
1616191200,1482747,516302
1616194800,3899669,494395
1616198400,1086352,434714
1616202000,1727504,452762
1616205600,1420945,478847
1616209200,4065502,355724
1616212800,4157181,414141
1616216400,2761442,522327
1616220000,3831418,312644
1616223600,3311036,481017
1616227200,2652896,423222
1616230800,3673057,315391
1616234400,2495340,322774
1616238000,2224603,319658
1616241600,3490096,355759
1616245200,3092405,516712
1616248800,4022574,433980
1616252400,1538882,389924
1616256000,2712108,380255
1616259600,1372496,461204
1616263200,1913136,455740
1616266800,3447778,297282
1616270400,3236390,442452
1616274000,1353564,514341
1616277600,1546776,469877
1616281200,3096630,263278
1616284800,1420566,471197
1616288400,3210817,501022
1616292000,2376450,451625
1616295600,1089973,357339
1616299200,1337822,511780
1616302800,2451463,376917
1616306400,2786526,320484
1616310000,3130654,511925
1616313600,3063793,306998
1616317200,1243761,519456
1616320800,2602481,495720
1616324400,3708579,330090
1616328000,2512833,342011
1616331600,2422283,382547
1616335200,1338816,275115
1616338800,4066344,394265
1616342400,1804204,454446
1616346000,1433091,508091
1616349600,1178926,421629
1616353200,3755744,419119
1616356800,2512504,436952
1616360400,3684205,314495
1616364000,2858885,522492
1616367600,3458997,417791
1616371200,3979342,505212
1616374800,3560940,289699
1616378400,3102842,451457
1616382000,1936298,366237
1616385600,2894476,423836
1616389200,1287358,294634
1616392800,2538827,370608
1616396400,1750476,404879
1616400000,2146467,298041
1616403600,3281488,436789
1616407200,2562952,484063
1616410800,3745672,350550
1616414400,2760043,349414
1616418000,3035819,375922
1616421600,3760339,459273
1616425200,1057210,398867
1616428800,2809648,420240
1616432400,3837109,400742
1616436000,2450483,267970
1616439600,3140239,362635
1616443200,2793321,491763
1616446800,2239583,350374
1616450400,2442632,313975
1616454000,2336511,393089
1616457600,2980688,373886
1616461200,2672294,299494
1616464800,1121577,383256
1616468400,2231170,468242
1616472000,1266976,282897
1616475600,1112622,302046
1616479200,3373879,335349
1616482800,2282600,412318
1616486400,1545784,349094
1616490000,3708091,324756
1616493600,3505190,293895
1616497200,2002558,268487
1616500800,3937259,304275
1616504400,1146262,345500
1616508000,2990002,333729
1616511600,1533852,460219
1616515200,2809316,274129
1616518800,2077146,516987
1616522400,3285444,369372
1616526000,2570316,357862
1616529600,1187379,272912
1616533200,2241068,362248
1616536800,1659831,328629
1616540400,2356858,315273
1616544000,1206192,293289
1616547600,3008943,516549
1616551200,1379623,287035
1616554800,3671225,332458
1616558400,4011444,355320
1616562000,2261636,447704
1616565600,3058062,384355
1616569200,1438481,356280
1616572800,2759437,365106
1616576400,1410345,275485
1616580000,3631005,310206
1616583600,3258634,354556
1616587200,3470660,515016
1616590800,4137444,404947
1616594400,3731914,459177
1616598000,3093908,480985
1616601600,4171325,336248
1616605200,2310820,307458
1616608800,2726425,471848
1616612400,3529163,444545
1616616000,2411605,285682
1616619600,3254919,484024
1616623200,1198362,497643
1616626800,2949119,288136
1616630400,1919619,427426
1616634000,2664013,302891
1616637600,4147187,410537
1616641200,1981081,272174
1616644800,3034423,350250
1616648400,1214683,474861
1616652000,2128430,373341
1616655600,1220046,267556
1616659200,3072775,380513
1616662800,3462777,292488
1616666400,1124984,436691
1616670000,2052673,385191
1616673600,2298343,326753
1616677200,3764059,343833
1616680800,2662325,415182
1616684400,2212307,384617
1616688000,2684716,417351
1616691600,1744641,277711
1616695200,3460300,312762
1616698800,2916096,459104
1616702400,1456320,456958
1616706000,1727405,432054
1616709600,2149962,325137
1616713200,1496579,499504
1616716800,1236120,496386
1616720400,2634012,263674
1616724000,1466899,488640
1616727600,3801225,352921
1616731200,2655610,485888
1616734800,2019750,337261
1616738400,3794066,296531
1616742000,1511952,449341
1616745600,1769710,369001
1616749200,2826289,509578
1616752800,1740117,498697
1616756400,1240337,312582
1616760000,2534497,346165
1616763600,2588248,483425
1616767200,1722256,412054
1616770800,1519270,336567
1616774400,3801985,480583
1616778000,1126542,285035
1616781600,2550559,470867
1616785200,3791930,482088
1616788800,2008655,302517
1616792400,2136177,293151
1616796000,2705070,500842
1616799600,3893577,280739
1616803200,1662524,420968
1616806800,2366122,519413
1616810400,1977855,456470
1616814000,2406139,310647
1616817600,1332005,274101
1616821200,3954613,425360
1616824800,2787758,490856
1616828400,1819698,292066
1616832000,2288498,321784
1616835600,3470701,375988
1616839200,2631811,445009
1616842800,1657299,438684
1616846400,3637126,383087
1616850000,2055261,306191
1616853600,3248666,442136
1616857200,2429049,451242
1616860800,2184307,336862
1616864400,4120892,488432
1616868000,3159433,491928
1616871600,3432316,293437
1616875200,2084233,307006
1616878800,3352760,411801
1616882400,2376417,448532
1616886000,4123066,466771
1616889600,2876502,510921
1616893200,2165305,522582
1616896800,2273484,414690
1616900400,1760852,400927
1616904000,3423142,406956
1616907600,1768409,379177
1616911200,2426283,524000
1616914800,1098602,409667
1616918400,1653962,498545
1616922000,3530555,351665
1616925600,1262129,402841
1616929200,3015425,462166
1616932800,3865405,331707
1616936400,4025414,467324
1616940000,3152717,283496
1616943600,3568069,518362
1616947200,1062863,490709
1616950800,3149605,447818
1616954400,2217311,453920
1616958000,2957549,392456
1616961600,1387903,269718
1616965200,3924334,399247
1616968800,1584749,299523
1616972400,3182580,352051
1616976000,3953022,420867
1616979600,1762698,494205
1616983200,3191610,316627
1616986800,3319315,501362
1616990400,2758381,265663
1616994000,1765181,404573
1616997600,1863083,346299
1617001200,1455921,303192
1617004800,2678698,407397
1617008400,3118615,439878
1617012000,1128058,305417
1617015600,2148535,411471
1617019200,2414196,301438
1617022800,1087950,328469
1617026400,1660668,333486
1617030000,3044718,366837
1617033600,3644998,343852
1617037200,1391655,275532
1617040800,1197612,514883
1617044400,2359968,284813
1617048000,1571302,451243
1617051600,2528425,289321
1617055200,1070473,309791
1617058800,2167394,340213
1617062400,3347675,303138
1617066000,1306513,275975
1617069600,1924987,309896
1617073200,1749497,405451
1617076800,2189251,474164
1617080400,4145191,442247
1617084000,3964298,374055
1617087600,1075683,267667
1617091200,1512929,367597
1617094800,3961507,346194
1617098400,2985370,287901
1617102000,1424337,360497
1617105600,2058698,280008
1617109200,3798119,504494
1617112800,3744170,455899
1617116400,1636145,274795
1617120000,1814336,314077
1617123600,2130393,327208
1617127200,1155510,468170
1617130800,3885569,457067
1617134400,3573657,426194
1617138000,3001741,455647
1617141600,1590543,405869
1617145200,3613595,477772
1617148800,2351824,496466
1617152400,3717545,353418
1617156000,2362922,422781
1617159600,2555198,483127
1617163200,1755977,323349
1617166800,2308594,514350
1617170400,3930904,267654
1617174000,3154806,497901
1617177600,1645200,299531
1617181200,3195156,435656
1617184800,2875680,263430
1617188400,3001791,415698
1617192000,1481359,497700
1617195600,2453637,449488
1617199200,2742289,300322
1617202800,4078906,374506
1617206400,3157939,456890
1617210000,3092639,278625
1617213600,2453936,401455
1617217200,1554555,271739
1617220800,1516759,455037
1617224400,1322133,463667
1617228000,3614949,280897
1617231600,1757766,272230
1617235200,3472730,492339
1617238800,3867921,315937
1617242400,3645720,314464
1617246000,3360563,405008
1617249600,2388849,308642
1617253200,4006043,413203
1617256800,1397036,479228
1617260400,2886584,357175
1617264000,2251274,467057
1617267600,1687910,505067
1617271200,1142664,357169
1617274800,3672926,298978
1617278400,2912675,276750
1617282000,3914148,494512
1617285600,2133331,421684
1617289200,3399847,359836
1617292800,2236910,450628
1617296400,2517287,375455
1617300000,3653085,367023
1617303600,3671042,274726
1617307200,2256912,332431
1617310800,3834404,506390
1617314400,3181167,427062
1617318000,1917467,445247
1617321600,1166556,458981
1617325200,1749724,468294
1617328800,2654903,440975
1617332400,3921434,317634
1617336000,3079042,489534
1617339600,3707276,488941
1617343200,1973840,284551
1617346800,2430508,276951
1617350400,3890495,484165
1617354000,2754713,459886
1617357600,3486977,392486
1617361200,2051858,494661
1617364800,1521973,373965
1617368400,4155641,504383
1617372000,1073595,299941
1617375600,1747654,400809
1617379200,1290559,351653
1617382800,2452903,272543
1617386400,1581361,342039
1617390000,2174373,461778
1617393600,2676263,370132
1617397200,1484849,448453
1617400800,1455116,505159
1617404400,1522186,357670
1617408000,3620955,337427
1617411600,1355536,292222
1617415200,3363986,519976
1617418800,1318167,422637
1617422400,1954990,493596
1617426000,1201172,400630
1617429600,3158989,320167
1617433200,3172268,512075
1617436800,2253265,376206
1617440400,2105602,424064
1617444000,3611581,342604
1617447600,2203572,517625
1617451200,1773697,280079
1617454800,2550020,343418
1617458400,2361582,397145
1617462000,1235757,472032
1617465600,3106907,494644
1617469200,1556814,440484
1617472800,1805750,510752
1617476400,4018184,352078
1617480000,4155850,495803
1617483600,2596386,495356
1617487200,2925984,521955
1617490800,2329250,455598
1617494400,3005898,497712
1617498000,3771678,322068
1617501600,3472629,462975
1617505200,3468137,520859
1617508800,2325005,511434
1617512400,1136472,487907
1617516000,1702437,271028
1617519600,2281197,348814
1617523200,2867054,429856
1617526800,3941570,477762
1617530400,2520054,358082
1617534000,1094876,380282
1617537600,1645455,280019
1617541200,1409878,375518
1617544800,3168460,326586
1617548400,1362763,405798
1617552000,2931783,416440
1617555600,1258182,370277
1617559200,2721765,265030
1617562800,3262812,328131
1617566400,1309340,461077
1617570000,1345430,390705
1617573600,1529315,473448
1617577200,3628183,457393
1617580800,3271701,488433
1617584400,1730506,279237
1617588000,1899383,462466
1617591600,1983263,397870
1617595200,3370918,502964
1617598800,3923339,504074
1617602400,1890072,301974
1617606000,3278599,359512
1617609600,3081876,335209
1617613200,2838340,295300
1617616800,1924434,326588
1617620400,3511744,344510
1617624000,2112509,399085
1617627600,4149082,495770
1617631200,1145134,434350
1617634800,3845256,481499
1617638400,2766153,331835
1617642000,1820664,466768
1617645600,2109688,396255
1617649200,2968176,496401
1617652800,1954871,335497
1617656400,2584847,434433
1617660000,1693221,353865
1617663600,1328130,315501
1617667200,2012301,491541
1617670800,1143601,265312
1617674400,1879696,455994
1617678000,2977570,319649
1617681600,1124592,304653
1617685200,3441091,433275
1617688800,1273793,466052
1617692400,1444364,367448
1617696000,3424924,381173
1617699600,2414025,289659
1617703200,2876017,396324
1617706800,3676551,374119
1617710400,2838579,492199
1617714000,1337163,337100
1617717600,3736917,299967
1617721200,1968230,502946
1617724800,1589565,485163
1617728400,2347286,323492
1617732000,2524978,337696
1617735600,3268528,501899
1617739200,4063583,418176
1617742800,1726359,349159
1617746400,2462311,285273
1617750000,4135124,379587
1617753600,2242813,518630
1617757200,4083179,395299
1617760800,2496212,414922
1617764400,1561791,352438
1617768000,1440261,275440
1617771600,1478666,458848
1617775200,1371308,301754
1617778800,3587730,334722
1617782400,1316530,427522
1617786000,1187937,433737
1617789600,3921205,523117
1617793200,3298140,375374
1617796800,3827416,306135
1617800400,1788508,522992
1617804000,4002284,417139
1617807600,1692565,471424
1617811200,1988384,269296
1617814800,2976000,286049
1617818400,4100337,341803
1617822000,3527932,297002
1617825600,3243806,287640
1617829200,2329851,414410
